"year","disease","sex_label","scenario_id","scenario_short","observed_burden__WHO/Adam (main)","observed_burden__Table 5 PUC","avoidable_burden__WHO/Adam (main)","avoidable_burden__Table 5 PUC","avoidable_burden_low__WHO/Adam (main)","avoidable_burden_low__Table 5 PUC","avoidable_burden_up__WHO/Adam (main)","avoidable_burden_up__Table 5 PUC","pif__WHO/Adam (main)","pif__Table 5 PUC","pif_low__WHO/Adam (main)","pif_low__Table 5 PUC","pif_up__WHO/Adam (main)","pif_up__Table 5 PUC","cells__WHO/Adam (main)","cells__Table 5 PUC","interval_n_sim__WHO/Adam (main)","interval_n_sim__Table 5 PUC","interval_method__WHO/Adam (main)","interval_method__Table 5 PUC","point_inside_joint_interval__WHO/Adam (main)","point_inside_joint_interval__Table 5 PUC"
2014,"Ischaemic Heart Disease","Men","hed_reduction_50_rt","HED -50%: complete shift",46920.25,46920.25,635.488832925484,1202.02291446154,414.556445740835,997.130288135472,917.340189129181,1531.50722595317,0.0135440206078502,0.0256184251887307,0.00883534179252743,0.0212515979376809,0.0195510507537616,0.0326406450509785,4,4,10000,10000,"Joint 2.5% and 97.5% quantiles across synchronized WHO/Adam PIF draws; burden weights fixed","Joint 2.5% and 97.5% quantiles across synchronized Table 5 PUC PIF draws; burden weights fixed",TRUE,TRUE
2014,"Ischaemic Heart Disease","Men","combined_v10_h25","Combined 10/25: no shift",46920.25,46920.25,399.918888466286,1169.02853405132,270.005237199665,942.731478482275,572.283793107581,1572.55688699988,0.00852337505589348,0.0249152238969596,0.00575455666156222,0.0200922091950123,0.0121969468003172,0.0335155266009853,4,4,10000,10000,"Joint 2.5% and 97.5% quantiles across synchronized WHO/Adam PIF draws; burden weights fixed","Joint 2.5% and 97.5% quantiles across synchronized Table 5 PUC PIF draws; burden weights fixed",TRUE,TRUE
2014,"Ischaemic Heart Disease","Men","combined_v20_h50","Combined 20/50: no shift",46920.25,46920.25,774.818036302517,1870.94110136948,516.377318237321,1547.10625804623,1115.03841173806,2430.47638215103,0.0165135103990818,0.0398749175754493,0.011005425551597,0.0329731034691042,0.0237645454092436,0.0518001583996468,4,4,10000,10000,"Joint 2.5% and 97.5% quantiles across synchronized WHO/Adam PIF draws; burden weights fixed","Joint 2.5% and 97.5% quantiles across synchronized Table 5 PUC PIF draws; burden weights fixed",TRUE,TRUE
2014,"Ischaemic Heart Disease","Men","combined_v30_h50","Combined 30/50: no shift",46920.25,46920.25,747.949668903857,1997.98994386115,511.8746388302,1608.13921034067,1065.2087836321,2742.53373949902,0.0159408713488069,0.0425826789895866,0.0109094610286646,0.0342738840978184,0.0227025385336204,0.0584509617808733,4,4,10000,10000,"Joint 2.5% and 97.5% quantiles across synchronized WHO/Adam PIF draws; burden weights fixed","Joint 2.5% and 97.5% quantiles across synchronized Table 5 PUC PIF draws; burden weights fixed",TRUE,TRUE
2014,"Ischaemic Heart Disease","Men","combined_v10_h25_rt","Combined 10/25: complete shift",46920.25,46920.25,327.464544108317,1215.70819756181,231.630369523634,888.061511170181,464.739156707806,1818.3636390054,0.00697917304593043,0.02591009633499,0.00493668233915279,0.0189270413343957,0.00990487383822136,0.0387543467693671,4,4,10000,10000,"Joint 2.5% and 97.5% quantiles across synchronized WHO/Adam PIF draws; burden weights fixed","Joint 2.5% and 97.5% quantiles across synchronized Table 5 PUC PIF draws; burden weights fixed",TRUE,TRUE
2014,"Ischaemic Heart Disease","Men","combined_v20_h50_rt","Combined 20/50: complete shift",46920.25,46920.25,585.723504601377,1772.3921819207,408.194867117912,1351.09436736806,840.587550733139,2608.30399280069,0.0124833841380082,0.0377745681645068,0.00869975899782956,0.0287955492003572,0.0179152402370648,0.0555901554829886,4,4,10000,10000,"Joint 2.5% and 97.5% quantiles across synchronized WHO/Adam PIF draws; burden weights fixed","Joint 2.5% and 97.5% quantiles across synchronized Table 5 PUC PIF draws; burden weights fixed",TRUE,TRUE
2014,"Ischaemic Heart Disease","Men","combined_v30_h50_rt","Combined 30/50: complete shift",46920.25,46920.25,524.883343749896,1800.23946454293,368.591245222129,1302.29102587245,771.222094900817,2777.08245530005,0.011186712426935,0.0383680705994306,0.00785569653235285,0.0277554153243524,0.0164368709651124,0.0591872902488808,4,4,10000,10000,"Joint 2.5% and 97.5% quantiles across synchronized WHO/Adam PIF draws; burden weights fixed","Joint 2.5% and 97.5% quantiles across synchronized Table 5 PUC PIF draws; burden weights fixed",TRUE,TRUE
2016,"Ischaemic Heart Disease","Men","baseline","Baseline",43159.76,43159.76,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10000,10000,"Joint 2.5% and 97.5% quantiles across synchronized WHO/Adam PIF draws; burden weights fixed","Joint 2.5% and 97.5% quantiles across synchronized Table 5 PUC PIF draws; burden weights fixed",TRUE,TRUE
2016,"Ischaemic Heart Disease","Men","volume_reduction_10","Volume -10%",43159.76,43159.76,-4.44272582485556,420.418565309759,-34.6080539381704,181.636675655085,39.7843230364887,825.263588919697,-0.000102936759260375,0.00974098478095706,-0.000801859276746915,0.0042084727916718,0.00092179203583358,0.0191211348005572,4,4,10000,10000,"Joint 2.5% and 97.5% quantiles across synchronized WHO/Adam PIF draws; burden weights fixed","Joint 2.5% and 97.5% quantiles across synchronized Table 5 PUC PIF draws; burden weights fixed",TRUE,TRUE
2016,"Ischaemic Heart Disease","Men","volume_reduction_20","Volume -20%",43159.76,43159.76,-29.1997775106032,584.139158662871,-86.7624492808289,214.78464429535,56.0603711573933,1217.35382407473,-0.000676550970408621,0.0135343467772497,-0.00201026255198891,0.00497650228581785,0.00129890368151707,0.0282057598113319,4,4,10000,10000,"Joint 2.5% and 97.5% quantiles across synchronized WHO/Adam PIF draws; burden weights fixed","Joint 2.5% and 97.5% quantiles across synchronized Table 5 PUC PIF draws; burden weights fixed",TRUE,TRUE
2016,"Ischaemic Heart Disease","Men","volume_reduction_30","Volume -30%",43159.76,43159.76,-72.5821852922926,630.021836781421,-155.831883033145,175.704388683179,52.1883085129196,1424.56081654896,-0.00168170965946735,0.0145974360557478,-0.00361058270558374,0.00407102330233484,0.00120918903425134,0.0330066899479737,4,4,10000,10000,"Joint 2.5% and 97.5% quantiles across synchronized WHO/Adam PIF draws; burden weights fixed","Joint 2.5% and 97.5% quantiles across synchronized Table 5 PUC PIF draws; burden weights fixed",TRUE,TRUE
2016,"Ischaemic Heart Disease","Men","hed_reduction_10","HED -10%: no shift",43159.76,43159.76,123.802028753107,121.041938916206,71.2115681089393,42.9338828172907,187.148722219199,210.004533548007,0.00286845961963429,0.00280450908244637,0.00164995282895316,0.000994766486590534,0.00433618542408946,0.00486574840888844,4,4,10000,10000,"Joint 2.5% and 97.5% quantiles across synchronized WHO/Adam PIF draws; burden weights fixed","Joint 2.5% and 97.5% quantiles across synchronized Table 5 PUC PIF draws; burden weights fixed",TRUE,TRUE
2016,"Ischaemic Heart Disease","Men","hed_reduction_25","HED -25%: no shift",43159.76,43159.76,309.505071882761,302.604847290509,178.028920272343,107.334707043224,467.871805547994,525.01133387002,0.00717114904908557,0.00701127270611582,0.00412488207238278,0.00248691621647627,0.0108404635602235,0.0121643710222212,4,4,10000,10000,"Joint 2.5% and 97.5% quantiles across synchronized WHO/Adam PIF draws; burden weights fixed","Joint 2.5% and 97.5% quantiles across synchronized Table 5 PUC PIF draws; burden weights fixed",TRUE,TRUE
2016,"Ischaemic Heart Disease","Men","hed_reduction_50","HED -50%: no shift",43159.76,43159.76,619.010143765522,605.209694581021,356.057840544695,214.669414086448,935.743611095985,1050.02266774004,0.0143422980981711,0.0140225454122317,0.00824976414476575,0.00497383243295255,0.021680927120447,0.0243287420444423,4,4,10000,10000,"Joint 2.5% and 97.5% quantiles across synchronized WHO/Adam PIF draws; burden weights fixed","Joint 2.5% and 97.5% quantiles across synchronized Table 5 PUC PIF draws; burden weights fixed",TRUE,TRUE
2016,"Ischaemic Heart Disease","Men","hed_reduction_10_rt","HED -10%: complete shift",43159.76,43159.76,108.782126854765,174.399999470006,66.8504955256937,142.770717427686,157.47194097292,222.820193741246,0.00252045254317367,0.00404080095602955,0.00154890795328087,0.00330795902080285,0.00364858240576221,0.00516268379947539,4,4,10000,10000,"Joint 2.5% and 97.5% quantiles across synchronized WHO/Adam PIF draws; burden weights fixed","Joint 2.5% and 97.5% quantiles across synchronized Table 5 PUC PIF draws; burden weights fixed",TRUE,TRUE
2016,"Ischaemic Heart Disease","Men","hed_reduction_25_rt","HED -25%: complete shift",43159.76,43159.76,271.955317136911,435.999998675016,167.126238814232,356.926793569229,393.679852432306,557.050484353121,0.00630113135793413,0.0101020023900739,0.00387226988320213,0.00826989755200745,0.00912145601440568,0.0129067094986886,4,4,10000,10000,"Joint 2.5% and 97.5% quantiles across synchronized WHO/Adam PIF draws; burden weights fixed","Joint 2.5% and 97.5% quantiles across synchronized Table 5 PUC PIF draws; burden weights fixed",TRUE,TRUE
