Year,disease,sex,age_group,AAF_pipeline,LL_pipeline,UL_pipeline,muertes_pipeline,att_mort_pipeline,att_mort_low_pipeline,att_mort_up_pipeline,AAF_jrt,LL_jrt,UL_jrt,muertes_jrt,att_mort_jrt,att_mort_low_jrt,att_mort_up_jrt,diff_AAF,diff_muertes,diff_att_mort
2012,Liver Cancer,Male,60+,0.30776365882657625,0.12873608138357992,0.4897521872239961,511,157,66,250,0.309,0.29,0.326,511,158,148,167,-0.0012363411734237495,0,-1
2014,Liver Cancer,Female,15-29,0.38586716299212526,0.18362266387291573,0.5668361194744665,4,2,1,2,0.383,0.364,0.402,4,2,1,2,0.0028671629921252495,0,0
2014,Liver Cancer,Female,30-44,0.38989470068876186,0.1850663185944131,0.5733704971863293,8,3,1,5,0.389,0.37,0.407,8,3,3,3,8.947006887618514e-4,0,0
2014,Liver Cancer,Female,45-59,0.39447285474191285,0.18860411254042747,0.5799063905129297,60,24,11,35,0.394,0.375,0.412,60,24,22,25,4.728547419128315e-4,0,0
2014,Liver Cancer,Female,60+,0.3767411543210273,0.17030568163915075,0.5677492719961055,510,192,87,290,0.374,0.354,0.392,510,191,181,200,0.0027411543210272837,0,1
2014,Liver Cancer,Male,15-29,0.26808713233903564,0.1161412564817525,0.4291835216737271,1,0,0,0,0.265,0.244,0.285,1,0,0,0,0.0030871323390356253,0,0
2014,Liver Cancer,Male,30-44,0.2714366274622042,0.11970216601885678,0.4333058762812585,10,3,1,4,0.268,0.246,0.289,10,3,2,3,0.0034366274622041892,0,0
2014,Liver Cancer,Male,45-59,0.316399413914647,0.13714046125947676,0.49432531197519547,88,28,12,44,0.317,0.297,0.335,88,28,26,29,-6.005860853530165e-4,0,0
2014,Liver Cancer,Male,60+,0.31706663802819735,0.1321178140043092,0.49224920964604985,532,169,70,262,0.318,0.299,0.335,532,169,159,178,-9.333619718026598e-4,0,0
2016,Liver Cancer,Female,15-29,0.37298743060287004,0.18172000406190783,0.5605607065062246,1,0,0,1,0.37,0.35,0.389,1,0,0,0,0.002987430602870045,0,0
2016,Liver Cancer,Female,30-44,0.411491541999929,0.19790028642167615,0.5924267155159576,7,3,1,4,0.412,0.394,0.429,7,3,3,3,-5.084580000709882e-4,0,0
2016,Liver Cancer,Female,45-59,0.4190690317311426,0.19953256757742427,0.6038493807126332,77,32,15,46,0.416,0.399,0.433,77,32,31,33,0.0030690317311426463,0,0
2016,Liver Cancer,Female,60+,0.4202299091287891,0.19936737129190146,0.6062302448980746,513,216,102,311,0.421,0.404,0.438,513,216,207,225,-7.700908712108823e-4,0,0
2016,Liver Cancer,Male,15-29,0.27648806538738085,0.11634479822414137,0.44357627689263973,2,1,0,1,0.276,0.257,0.295,2,1,1,1,4.880653873808316e-4,0,0
2016,Liver Cancer,Male,30-44,0.2956534759242687,0.12851194340238267,0.4643260913682535,10,3,1,5,0.294,0.275,0.313,10,3,3,3,0.0016534759242687325,0,0
2016,Liver Cancer,Male,45-59,0.3209209585191698,0.13895753040661135,0.4984951563092143,108,35,15,54,0.318,0.3,0.336,108,34,32,36,0.0029209585191697918,0,1
2016,Liver Cancer,Male,60+,0.3507506384743158,0.14103402543592258,0.5399129719340878,569,200,80,307,0.352,0.336,0.367,569,200,191,209,-0.0012493615256841673,0,0
2018,Liver Cancer,Female,15-29,0.38951894873896714,0.18548802532593747,0.5729300652210525,2,1,0,1,0.388,0.37,0.407,2,1,1,1,0.0015189487389671297,0,0
2018,Liver Cancer,Female,30-44,0.4019200751386612,0.1904515513324865,0.5868376953326708,7,3,1,4,0.4,0.382,0.418,7,3,3,3,0.0019200751386611592,0,0
2018,Liver Cancer,Female,45-59,0.43159687640479827,0.19988565532767955,0.6167166219673288,59,25,12,36,0.433,0.416,0.449,59,26,25,26,-0.0014031235952017274,0,-1
2018,Liver Cancer,Female,60+,0.43248545777017083,0.20517182954229196,0.6182338297045524,528,228,108,326,0.432,0.415,0.448,528,228,219,237,4.8545777017083847e-4,0,0
2018,Liver Cancer,Male,15-29,0.27800379951010695,0.11108494996194429,0.4504996756467564,2,1,0,1,0.28,0.26,0.299,2,1,1,1,-0.001996200489893074,0,0
2018,Liver Cancer,Male,30-44,0.2857163329348901,0.12296266758803895,0.45804965734039044,11,3,1,5,0.283,0.263,0.303,11,3,3,3,0.0027163329348901533,0,0
2018,Liver Cancer,Male,45-59,0.31123657025774526,0.13471075900661686,0.48523233599871674,94,29,13,46,0.313,0.294,0.331,94,29,28,31,-0.0017634297422547407,0,0
2018,Liver Cancer,Male,60+,0.34490127613356103,0.13575472180485024,0.5343069142934044,644,222,87,344,0.349,0.332,0.365,644,225,214,235,-0.004098723866438947,0,-3
2020,Liver Cancer,Female,15-29,0.4157197725957803,0.19962490210350947,0.5989826351063111,1,0,0,1,0.413,0.396,0.43,1,0,0,0,0.002719772595780323,0,0
2020,Liver Cancer,Female,30-44,0.40922095046113444,0.1984619387589518,0.5922554128849665,9,4,2,5,0.407,0.389,0.425,9,4,4,4,0.0022209504611344633,0,0
2020,Liver Cancer,Female,45-59,0.43033802532469717,0.2093403721395137,0.6174384476276003,68,29,14,42,0.429,0.412,0.445,68,29,28,30,0.0013380253246971785,0,0
2020,Liver Cancer,Female,60+,0.4504466926663045,0.22746998997824824,0.6333598625853785,591,266,134,374,0.449,0.433,0.464,591,265,256,274,0.0014466926663044832,0,1
2020,Liver Cancer,Male,15-29,0.29520523311944186,0.12245604551805699,0.4718609251623254,2,1,0,1,0.295,0.275,0.314,2,1,1,1,2.0523311944187217e-4,0,0
2020,Liver Cancer,Male,30-44,0.2987838880253996,0.13059677557495028,0.4719159529338237,14,4,2,7,0.299,0.279,0.319,14,4,4,4,-2.161119746003637e-4,0,0
2020,Liver Cancer,Male,45-59,0.3212819652503676,0.13677411948311563,0.503213214704699,105,34,14,53,0.32,0.301,0.339,105,34,32,36,0.0012819652503676116,0,0
2020,Liver Cancer,Male,60+,0.3537936954731714,0.14881248820076173,0.5359955548790082,673,238,100,361,0.355,0.338,0.371,673,239,227,250,-0.0012063045268285721,0,-1
2022,Liver Cancer,Female,15-29,0.4126023091796244,0.20019176620082338,0.5974351403461563,1,0,0,1,0.413,0.395,0.43,1,0,0,0,-3.9769082037555137e-4,0,0
2022,Liver Cancer,Female,30-44,0.4193934492702105,0.20481665964465293,0.6025101988852868,5,2,1,3,0.418,0.4,0.435,5,2,2,2,0.0013934492702105117,0,0
2022,Liver Cancer,Female,45-59,0.4394579804589276,0.2183319647967218,0.6257701968702729,63,28,14,39,0.439,0.422,0.454,63,28,27,29,4.579804589275871e-4,0,0
2022,Liver Cancer,Female,60+,0.43800011238980213,0.21984624405307063,0.6203223315809927,595,261,131,369,0.438,0.421,0.454,595,261,250,270,1.123898021315739e-7,0,0
2022,Liver Cancer,Male,15-29,0.3051628868274052,0.1235701688075888,0.4821768938677493,5,2,1,2,0.303,0.285,0.321,5,2,1,2,0.0021628868274052304,0,0
2022,Liver Cancer,Male,30-44,0.3076831657148482,0.12881616329340712,0.482718678404376,12,4,2,6,0.309,0.29,0.328,12,4,3,4,-0.00131683428515178,0,0
2022,Liver Cancer,Male,45-59,0.3348046237980632,0.13798377911068044,0.5188930325757942,86,29,12,45,0.334,0.316,0.351,86,29,27,30,8.046237980631754e-4,0,0
2022,Liver Cancer,Male,60+,0.37073444365696767,0.15869408544156458,0.5595441219534799,674,250,107,377,0.369,0.353,0.384,674,249,238,259,0.0017344436569676769,0,1
2024,Liver Cancer,Female,15-29,0.38620417695516474,0.1769029125494462,0.5720137441188252,0,0,0,0,0.387,0.369,0.405,0,0,0,0,-7.958230448352754e-4,0,0
2024,Liver Cancer,Female,30-44,0.4225380285402367,0.20342935873761547,0.6063413204925313,5,2,1,3,0.424,0.407,0.44,5,2,2,2,-0.0014619714597632893,0,0
2024,Liver Cancer,Female,45-59,0.420168876986936,0.20293882938139873,0.6046835872635596,65,27,13,39,0.422,0.405,0.439,65,27,26,29,-0.0018311230130639844,0,0
2024,Liver Cancer,Female,60+,0.43661897957169854,0.20844201626257997,0.6236984579793834,686,300,143,428,0.438,0.421,0.454,686,300,289,311,-0.0013810204283014604,0,0
2024,Liver Cancer,Male,15-29,0.3117877966696872,0.1256998539778046,0.4957915779985602,3,1,0,1,0.313,0.296,0.331,3,1,1,1,-0.0012122033303128,0,0
2024,Liver Cancer,Male,30-44,0.3149417704715415,0.12936378259565215,0.4890973082480561,13,4,2,6,0.313,0.294,0.331,13,4,4,4,0.0019417704715414819,0,0
2024,Liver Cancer,Male,45-59,0.32639630403711717,0.13942149061488315,0.5105980288443794,111,36,15,57,0.329,0.311,0.346,111,37,35,38,-0.002603695962882846,0,-1
2024,Liver Cancer,Male,60+,0.38010459799192187,0.15444042177668868,0.5695664952965787,805,306,124,459,0.382,0.367,0.396,805,308,295,319,-0.0018954020080781397,0,-2
2012,Oesophagus Cancer,Female,15-29,0.11378517715673987,-0.021634224168521562,0.271072323489177,0,0,-0,0,0.094,0.089,0.1,0,0,0,0,0.019785177156739872,0,0
2012,Oesophagus Cancer,Female,30-44,0.08883141385264039,-0.06607876678008703,0.2624068341038823,3,0,-0,1,0.082,0.078,0.085,3,0,0,0,0.006831413852640383,0,0
2012,Oesophagus Cancer,Female,45-59,0.10526732526823625,-0.03422166509490763,0.26145617724338954,14,1,-0,4,0.075,0.071,0.079,14,1,1,1,0.03026732526823625,0,0
2012,Oesophagus Cancer,Female,60+,0.07431057614123025,-0.06896056035808103,0.2413567839626861,220,16,-15,53,0.069,0.066,0.073,220,15,15,16,0.005310576141230247,0,1
2012,Oesophagus Cancer,Male,15-29,0.1584924959283599,0.0810868499334309,0.25471772446265656,0,0,0,0,0.156,0.144,0.169,0,0,0,0,0.0024924959283599,0,0
2012,Oesophagus Cancer,Male,30-44,0.16304139536682175,0.07244100372768805,0.27392446425407646,5,1,0,1,0.157,0.146,0.169,5,1,1,1,0.006041395366821745,0,0
2012,Oesophagus Cancer,Male,45-59,0.18659212526595867,0.08231641580782634,0.3067640043297771,46,9,4,14,0.172,0.158,0.187,46,8,7,9,0.014592125265958683,0,1
2012,Oesophagus Cancer,Male,60+,0.1425093206029786,0.01479207816704056,0.2905044428683995,345,49,5,100,0.148,0.137,0.16,345,51,47,55,-0.005490679397021386,0,-2
2014,Oesophagus Cancer,Female,15-29,0.11510745868397428,-0.0337873309633335,0.2767599236528078,0,0,-0,0,0.108,0.102,0.115,0,0,0,0,0.007107458683974277,0,0
2014,Oesophagus Cancer,Female,30-44,0.12194858674516804,-0.02850701204565666,0.2875300622624361,2,0,-0,1,0.101,0.096,0.107,2,0,0,0,0.02094858674516803,0,0
2014,Oesophagus Cancer,Female,45-59,0.10098668238711375,-0.056843360502157145,0.27702206494023923,22,2,-1,6,0.096,0.091,0.1,22,2,2,2,0.00498668238711375,0,0
2014,Oesophagus Cancer,Female,60+,0.0910466090388797,-0.06144280086691011,0.2653375694907889,250,23,-15,66,0.083,0.079,0.087,250,21,20,22,0.008046609038879701,0,2
2014,Oesophagus Cancer,Male,15-29,0.19362194685146386,0.10236993494447118,0.29718865550795465,0,0,0,0,0.172,0.159,0.187,0,0,0,0,0.021621946851463875,0,0
2014,Oesophagus Cancer,Male,30-44,0.21157298242942155,0.12242985012092607,0.3130888607605545,1,0,0,0,0.188,0.173,0.203,1,0,0,0,0.023572982429421546,0,0
2014,Oesophagus Cancer,Male,45-59,0.19825957352312426,0.08232471614065139,0.3276007888897383,39,8,3,13,0.196,0.181,0.212,39,8,7,8,0.002259573523124253,0,0
2014,Oesophagus Cancer,Male,60+,0.17481811746476933,0.04640499441754366,0.3119441982428292,336,59,16,105,0.166,0.154,0.179,336,56,52,60,0.00881811746476932,0,3
2016,Oesophagus Cancer,Female,15-29,0.10780863803567106,-0.028898474841699617,0.2719864336815316,0,0,-0,0,0.102,0.097,0.108,0,0,0,0,0.005808638035671068,0,0
2016,Oesophagus Cancer,Female,30-44,0.1183937807348833,-0.05094061574650092,0.2930701914813963,0,0,-0,0,0.097,0.093,0.102,0,0,0,0,0.021393780734883294,0,0
2016,Oesophagus Cancer,Female,45-59,0.0906175759400154,-0.09661185840014484,0.2860215045477277,17,2,-2,5,0.088,0.085,0.092,17,1,1,2,0.0026175759400154097,0,1
2016,Oesophagus Cancer,Female,60+,0.08713027634958584,-0.10333683261963905,0.2829624888014572,202,18,-21,57,0.084,0.081,0.088,202,17,16,18,0.003130276349585834,0,1
2016,Oesophagus Cancer,Male,15-29,0.16923478192923155,0.06913355681821691,0.28761913193372857,1,0,0,0,0.162,0.15,0.174,1,0,0,0,0.0072347819292315485,0,0
2016,Oesophagus Cancer,Male,30-44,0.1776353165230824,0.07058982750341548,0.30071196294469343,4,1,0,1,0.16,0.149,0.171,4,1,1,1,0.017635316523082395,0,0
2016,Oesophagus Cancer,Male,45-59,0.18438789695326607,0.061426875443099334,0.3195636469603009,46,8,3,15,0.169,0.157,0.182,46,8,7,8,0.015387896953266061,0,0
2016,Oesophagus Cancer,Male,60+,0.14015439719604322,-0.025360191244046145,0.3170320654794196,380,53,-10,120,0.146,0.137,0.155,380,55,52,59,-0.005845602803956768,0,-2
2018,Oesophagus Cancer,Female,15-29,0.09910592071205504,-0.05760321230950778,0.27213922495367693,0,0,-0,0,0.099,0.094,0.104,0,0,0,0,1.0592071205503539e-4,0,0
2018,Oesophagus Cancer,Female,30-44,0.09572592151249548,-0.07349837638783306,0.27739263361681704,1,0,-0,0,0.097,0.092,0.101,1,0,0,0,-0.0012740784875045208,0,0
2018,Oesophagus Cancer,Female,45-59,0.08787277883011478,-0.11866511202120532,0.2928395477910542,17,1,-2,5,0.091,0.087,0.094,17,2,1,2,-0.0031272211698852165,0,-1
2018,Oesophagus Cancer,Female,60+,0.0876883690038611,-0.11619080253417577,0.2936378591528447,227,20,-26,67,0.086,0.083,0.089,227,20,19,20,0.001688369003861101,0,0
2018,Oesophagus Cancer,Male,15-29,0.1571209528676753,0.05103156707253647,0.284729504159326,0,0,0,0,0.148,0.138,0.159,0,0,0,0,0.009120952867675308,0,0
2018,Oesophagus Cancer,Male,30-44,0.1795997105381673,0.07859116913418379,0.29971630844969105,4,1,0,1,0.167,0.155,0.179,4,1,1,1,0.012599710538167302,0,0
2018,Oesophagus Cancer,Male,45-59,0.17744554879969307,0.06008793367897404,0.30874268730924553,37,7,2,11,0.168,0.156,0.181,37,6,6,7,0.00944554879969306,0,1
2018,Oesophagus Cancer,Male,60+,0.1361414858652721,-0.026589787733682407,0.3116416515444079,354,48,-9,110,0.163,0.152,0.175,354,58,54,62,-0.026858514134727896,0,-10
2020,Oesophagus Cancer,Female,15-29,0.11664135154526281,-0.05527581047190966,0.29742344662960646,1,0,-0,0,0.112,0.106,0.118,1,0,0,0,0.004641351545262809,0,0
2020,Oesophagus Cancer,Female,30-44,0.10556118836016284,-0.06377691823749451,0.2843761921583505,0,0,-0,0,0.108,0.103,0.113,0,0,0,0,-0.0024388116398371545,0,0
2020,Oesophagus Cancer,Female,45-59,0.11300823957331081,-0.0708608464619903,0.3088530226188914,13,1,-1,4,0.102,0.098,0.106,13,1,1,1,0.011008239573310818,0,0
2020,Oesophagus Cancer,Female,60+,0.10072722790254465,-0.10994033721885409,0.30937453405696763,211,21,-23,65,0.095,0.092,0.099,211,20,19,21,0.0057272279025446515,0,1
2020,Oesophagus Cancer,Male,15-29,0.16332747825655472,0.05019553102778116,0.29590465303608954,0,0,0,0,0.163,0.151,0.175,0,0,0,0,3.274782565547141e-4,0,0
2020,Oesophagus Cancer,Male,30-44,0.2027916981645367,0.09864711729934908,0.3235771853779232,3,1,0,1,0.192,0.178,0.207,3,1,1,1,0.010791698164536706,0,0
2020,Oesophagus Cancer,Male,45-59,0.203674338397514,0.08053903593291879,0.3370626273469932,29,6,2,10,0.181,0.167,0.195,29,5,5,6,0.02267433839751401,0,1
2020,Oesophagus Cancer,Male,60+,0.16872509154886534,0.010539693650979986,0.33191458583267713,348,59,4,116,0.173,0.161,0.186,348,60,56,65,-0.004274908451134651,0,-1
2022,Oesophagus Cancer,Female,15-29,0.11358153111059383,-0.05433161652935189,0.29432557602248716,0,0,-0,0,0.107,0.102,0.113,0,0,0,0,0.006581531110593827,0,0
2022,Oesophagus Cancer,Female,30-44,0.12130966801297328,-0.04991154901877709,0.30213812133825757,1,0,-0,0,0.106,0.102,0.111,1,0,0,0,0.015309668012973288,0,0
2022,Oesophagus Cancer,Female,45-59,0.09946989899166075,-0.09948719015973967,0.306998931734567,11,1,-1,3,0.096,0.092,0.099,11,1,1,1,0.0034698989916607526,0,0
2022,Oesophagus Cancer,Female,60+,0.09352125072349532,-0.10661506500280786,0.29662609556531466,204,19,-22,61,0.088,0.085,0.092,204,18,17,19,0.0055212507234953245,0,1
2022,Oesophagus Cancer,Male,15-29,0.14617852609147375,0.02121929869893462,0.2883948879076725,1,0,0,0,0.144,0.133,0.155,1,0,0,0,0.002178526091473759,0,0
2022,Oesophagus Cancer,Male,30-44,0.1813547094637535,0.06809346543932314,0.31272638753959703,4,1,0,1,0.182,0.169,0.196,4,1,1,1,-6.452905362464845e-4,0,0
2022,Oesophagus Cancer,Male,45-59,0.17730246506278066,0.041295473882816146,0.3286483057617896,30,5,1,10,0.172,0.159,0.185,30,5,5,6,0.005302465062780676,0,0
2022,Oesophagus Cancer,Male,60+,0.16881643885546652,-0.003107756272331373,0.3448295947404362,332,56,-1,114,0.17,0.157,0.183,332,56,52,61,-0.001183561144533496,0,0
2024,Oesophagus Cancer,Female,15-29,0.10211458256983817,-0.05440174555138038,0.27214732319946544,0,0,-0,0,0.091,0.086,0.096,0,0,0,0,0.011114582569838174,0,0
2024,Oesophagus Cancer,Female,30-44,0.11089357327984534,-0.06848890949571858,0.29880984970565805,3,0,-0,1,0.107,0.101,0.112,3,0,0,0,0.0038935732798453387,0,0
2024,Oesophagus Cancer,Female,45-59,0.09399963924829105,-0.08980776151354752,0.28856906736644283,14,1,-1,4,0.092,0.088,0.096,14,1,1,1,0.001999639248291052,0,0
2024,Oesophagus Cancer,Female,60+,0.09395446425744157,-0.10912296381759315,0.30268695031978893,198,19,-22,60,0.085,0.082,0.089,198,17,16,18,0.008954464257441563,0,2
2024,Oesophagus Cancer,Male,15-29,0.1299438370937039,-0.003990812403584425,0.28724574162934313,0,0,-0,0,0.137,0.128,0.148,0,0,0,0,-0.0070561629062960984,0,0
2024,Oesophagus Cancer,Male,30-44,0.17492467861611993,0.05139603537339986,0.31251009843305655,4,1,0,1,0.168,0.156,0.18,4,1,1,1,0.0069246786161199225,0,0
2024,Oesophagus Cancer,Male,45-59,0.1673916205021886,0.03468999828166911,0.3194952177778869,33,6,1,11,0.171,0.158,0.186,33,6,5,6,-0.003608379497811426,0,0
2024,Oesophagus Cancer,Male,60+,0.15253160003827798,-0.03540208802863084,0.34168704942722355,317,48,-11,108,0.162,0.15,0.174,317,51,48,55,-0.009468399961722024,0,-3
2012,Oral Cavity and Pharynx Cancer,Female,15-29,0.18855055943700147,0.026436821179143713,0.380508239250377,0,0,0,0,0.146,0.131,0.162,0,0,0,0,0.04255055943700148,0,0
2012,Oral Cavity and Pharynx Cancer,Female,30-44,0.13317313996402444,-0.055889411909123096,0.3551031337812322,2,0,-0,1,0.118,0.109,0.127,2,0,0,0,0.015173139964024446,0,0
2012,Oral Cavity and Pharynx Cancer,Female,45-59,0.1763072794590469,0.005595480101284014,0.3658300555142589,16,3,0,6,0.109,0.101,0.118,16,2,2,2,0.0673072794590469,0,1
2012,Oral Cavity and Pharynx Cancer,Female,60+,0.11030458933292953,-0.07275146799256313,0.32935686066630065,70,8,-5,23,0.098,0.091,0.106,70,7,6,7,0.012304589332929522,0,1
2012,Oral Cavity and Pharynx Cancer,Male,15-29,0.2745859464868442,0.18730117647626474,0.3859318466420726,3,1,1,1,0.27,0.234,0.308,3,1,1,1,0.0045859464868441835,0,0
2012,Oral Cavity and Pharynx Cancer,Male,30-44,0.28196896012919875,0.18175152089509272,0.4051385461815895,3,1,1,1,0.266,0.233,0.302,3,1,1,1,0.01596896012919874,0,0
2012,Oral Cavity and Pharynx Cancer,Male,45-59,0.32697161536954955,0.21328232552303994,0.4559158415111462,37,12,8,17,0.296,0.256,0.337,37,11,9,12,0.030971615369549566,0,1
2012,Oral Cavity and Pharynx Cancer,Male,60+,0.24226179482969948,0.09646899456446292,0.41240233794139497,135,33,13,56,0.25,0.217,0.286,135,34,29,39,-0.007738205170300522,0,-1
2014,Oral Cavity and Pharynx Cancer,Female,15-29,0.18503606734826838,0.009720609991119247,0.3808032153122746,0,0,0,0,0.17,0.152,0.189,0,0,0,0,0.015036067348268373,0,0
2014,Oral Cavity and Pharynx Cancer,Female,30-44,0.20016775037971413,0.024302575612455853,0.39721862055908785,4,1,0,2,0.154,0.14,0.17,4,1,1,1,0.04616775037971413,0,0
2014,Oral Cavity and Pharynx Cancer,Female,45-59,0.15625185359809102,-0.036286707520482325,0.37622496938783284,6,1,-0,2,0.143,0.131,0.156,6,1,1,1,0.013251853598091029,0,0
2014,Oral Cavity and Pharynx Cancer,Female,60+,0.13999295133154901,-0.0447845579433062,0.35979691267901237,59,8,-3,21,0.122,0.112,0.133,59,7,7,8,0.017992951331549017,0,1
2014,Oral Cavity and Pharynx Cancer,Male,15-29,0.34349076018493274,0.238327189448513,0.4542627406331489,2,1,0,1,0.297,0.257,0.34,2,1,1,1,0.046490760184932756,0,0
2014,Oral Cavity and Pharynx Cancer,Male,30-44,0.36873754952289695,0.2675053973440215,0.47585237515451884,4,1,1,2,0.319,0.277,0.363,4,1,1,1,0.04973754952289694,0,0
2014,Oral Cavity and Pharynx Cancer,Male,45-59,0.3446303696179419,0.22191336199528422,0.4776400283017913,27,9,6,13,0.334,0.29,0.38,27,9,8,10,0.010630369617941893,0,0
2014,Oral Cavity and Pharynx Cancer,Male,60+,0.30233246834383976,0.1592269884120937,0.4495825839524626,118,36,19,53,0.28,0.244,0.317,118,33,29,37,0.02233246834383973,0,3
2016,Oral Cavity and Pharynx Cancer,Female,15-29,0.17017112084446878,0.008348013418559355,0.37387158268242127,1,0,0,0,0.159,0.143,0.175,1,0,0,0,0.01117112084446878,0,0
2016,Oral Cavity and Pharynx Cancer,Female,30-44,0.18601931370004396,-0.014538326482902748,0.39804247670487924,4,1,-0,2,0.142,0.132,0.154,4,1,1,1,0.04401931370004397,0,0
2016,Oral Cavity and Pharynx Cancer,Female,45-59,0.12907272093886166,-0.10730055172231458,0.37986628825548574,18,2,-2,7,0.125,0.117,0.133,18,2,2,2,0.004072720938861657,0,0
2016,Oral Cavity and Pharynx Cancer,Female,60+,0.12243439794784305,-0.12055927691087089,0.37564096967518557,77,9,-9,29,0.116,0.11,0.124,77,9,8,10,0.0064343979478430485,0,0
2016,Oral Cavity and Pharynx Cancer,Male,15-29,0.2931692931518926,0.18276683577897276,0.42155433684471155,2,1,0,1,0.273,0.239,0.308,2,1,0,1,0.020169293151892587,0,0
2016,Oral Cavity and Pharynx Cancer,Male,30-44,0.3050045752518096,0.18734938297685916,0.4402223361353561,5,2,1,2,0.266,0.234,0.3,5,1,1,2,0.03900457525180956,0,1
2016,Oral Cavity and Pharynx Cancer,Male,45-59,0.31922514638850596,0.1851956072493675,0.46274819107116355,36,11,7,17,0.284,0.248,0.323,36,10,9,12,0.03522514638850599,0,1
2016,Oral Cavity and Pharynx Cancer,Male,60+,0.22750630121898155,0.0366419968387298,0.43278583361012485,143,33,5,62,0.235,0.208,0.264,143,34,30,38,-0.0074936987810184374,0,-1
2018,Oral Cavity and Pharynx Cancer,Female,15-29,0.15194151027694752,-0.03612612943135146,0.3689466602693693,0,0,-0,0,0.15,0.136,0.165,0,0,0,0,0.0019415102769475279,0,0
2018,Oral Cavity and Pharynx Cancer,Female,30-44,0.14222150645417828,-0.06439457756234535,0.3732699616672556,5,1,-0,2,0.143,0.132,0.156,5,1,1,1,-7.784935458217124e-4,0,0
2018,Oral Cavity and Pharynx Cancer,Female,45-59,0.12186586696079166,-0.14034442605811573,0.385375877415431,15,2,-2,6,0.126,0.119,0.135,15,2,2,2,-0.004134133039208343,0,0
2018,Oral Cavity and Pharynx Cancer,Female,60+,0.12190850646013471,-0.1382182067863495,0.3865375232707153,71,9,-10,27,0.118,0.111,0.125,71,8,8,9,0.003908506460134714,0,1
2018,Oral Cavity and Pharynx Cancer,Male,15-29,0.2723683827351478,0.1544022836162442,0.41313231288069785,3,1,0,1,0.249,0.218,0.282,3,1,1,1,0.023368382735147797,0,0
2018,Oral Cavity and Pharynx Cancer,Male,30-44,0.30849828336006896,0.19570220026694446,0.44002153768083613,8,2,2,4,0.28,0.245,0.319,8,2,2,3,0.028498283360068932,0,0
2018,Oral Cavity and Pharynx Cancer,Male,45-59,0.30666649363222087,0.1799992522753099,0.44748222254847864,46,14,8,21,0.283,0.247,0.322,46,13,11,15,0.023666493632220897,0,1
2018,Oral Cavity and Pharynx Cancer,Male,60+,0.22101690236212176,0.03542326327314243,0.42540158213038076,141,31,5,60,0.269,0.236,0.304,141,38,33,43,-0.04798309763787825,0,-7
2020,Oral Cavity and Pharynx Cancer,Female,15-29,0.18244665721088785,-0.02164082586821185,0.4030391798964934,0,0,-0,0,0.171,0.154,0.189,0,0,0,0,0.011446657210887834,0,0
2020,Oral Cavity and Pharynx Cancer,Female,30-44,0.1600153702922557,-0.04613164348268029,0.3831757151803211,6,1,-0,2,0.164,0.149,0.18,6,1,1,1,-0.003984629707744297,0,0
2020,Oral Cavity and Pharynx Cancer,Female,45-59,0.17299512945478165,-0.05135266798575928,0.4123520372148889,20,3,-1,8,0.149,0.137,0.161,20,3,3,3,0.02399512945478166,0,0
2020,Oral Cavity and Pharynx Cancer,Female,60+,0.14461990161653246,-0.11969273592986418,0.4082096481806345,68,10,-8,28,0.133,0.125,0.142,68,9,8,10,0.011619901616532452,0,1
2020,Oral Cavity and Pharynx Cancer,Male,15-29,0.28088324171013024,0.150669162041519,0.4290540841586896,0,0,0,0,0.274,0.24,0.311,0,0,0,0,0.006883241710130217,0,0
2020,Oral Cavity and Pharynx Cancer,Male,30-44,0.3475280819751573,0.23182563582693166,0.4728067725697515,6,2,1,3,0.323,0.283,0.364,6,2,2,2,0.024528081975157268,0,0
2020,Oral Cavity and Pharynx Cancer,Male,45-59,0.35619654999309314,0.21997650700365282,0.4907923896354976,26,9,6,13,0.306,0.266,0.347,26,8,7,9,0.05019654999309314,0,1
2020,Oral Cavity and Pharynx Cancer,Male,60+,0.28102349189897635,0.10511654820446986,0.4627852365440308,155,44,16,72,0.288,0.252,0.327,155,45,39,51,-0.006976508101023626,0,-1
2022,Oral Cavity and Pharynx Cancer,Female,15-29,0.17818296631394884,-0.02210873856566912,0.3990059532960414,0,0,-0,0,0.163,0.148,0.18,0,0,0,0,0.015182966313948831,0,0
2022,Oral Cavity and Pharynx Cancer,Female,30-44,0.19254894017013524,-0.008924974286433606,0.40978215647013644,4,1,-0,2,0.159,0.145,0.174,4,1,1,1,0.03354894017013524,0,0
2022,Oral Cavity and Pharynx Cancer,Female,45-59,0.14410344464380065,-0.10196774607422919,0.4052770399680907,7,1,-1,3,0.135,0.126,0.145,7,1,1,1,0.00910344464380064,0,0
2022,Oral Cavity and Pharynx Cancer,Female,60+,0.13374227395975252,-0.11794883204575528,0.39110210287641634,103,14,-12,40,0.122,0.114,0.13,103,13,12,13,0.011742273959752525,0,1
2022,Oral Cavity and Pharynx Cancer,Male,15-29,0.24881099367498616,0.11234566934608935,0.41184615469430047,2,0,0,1,0.241,0.211,0.274,2,0,0,1,0.007810993674986166,0,0
2022,Oral Cavity and Pharynx Cancer,Male,30-44,0.30969904946399135,0.19002476990040207,0.450412596989059,9,3,2,4,0.306,0.269,0.347,9,3,2,3,0.003699049463991355,0,0
