Year	disease	sex	age_group	AAF	LL	UL	muertes	att_mort	att_mort_low	att_mort_up
2020	Oesophagus Cancer	Female	60+	0.10072722790254465	-0.10994033721885409	0.30937453405696763	211	21	-23	65
2020	Oesophagus Cancer	Male	15-29	0.16332747825655472	0.05019553102778116	0.29590465303608954	0	0	0	0
2020	Oesophagus Cancer	Male	30-44	0.2027916981645367	0.09864711729934908	0.3235771853779232	3	1	0	1
2020	Oesophagus Cancer	Male	45-59	0.203674338397514	0.08053903593291879	0.3370626273469932	29	6	2	10
2020	Oesophagus Cancer	Male	60+	0.16872509154886534	0.010539693650979986	0.33191458583267713	348	59	4	116
2022	Oesophagus Cancer	Female	15-29	0.11358153111059383	-0.05433161652935189	0.29432557602248716	0	0	-0	0
2022	Oesophagus Cancer	Female	30-44	0.12130966801297328	-0.04991154901877709	0.30213812133825757	1	0	-0	0
2022	Oesophagus Cancer	Female	45-59	0.09946989899166075	-0.09948719015973967	0.306998931734567	11	1	-1	3
2022	Oesophagus Cancer	Female	60+	0.09352125072349532	-0.10661506500280786	0.29662609556531466	204	19	-22	61
2022	Oesophagus Cancer	Male	15-29	0.14617852609147375	0.02121929869893462	0.2883948879076725	1	0	0	0
2022	Oesophagus Cancer	Male	30-44	0.1813547094637535	0.06809346543932314	0.31272638753959703	4	1	0	1
2022	Oesophagus Cancer	Male	45-59	0.17730246506278066	0.041295473882816146	0.3286483057617896	30	5	1	10
2022	Oesophagus Cancer	Male	60+	0.16881643885546652	-0.003107756272331373	0.3448295947404362	332	56	-1	114
2024	Oesophagus Cancer	Female	15-29	0.10211458256983817	-0.05440174555138038	0.27214732319946544	0	0	-0	0
2024	Oesophagus Cancer	Female	30-44	0.11089357327984534	-0.06848890949571858	0.29880984970565805	3	0	-0	1
2024	Oesophagus Cancer	Female	45-59	0.09399963924829105	-0.08980776151354752	0.28856906736644283	14	1	-1	4
2024	Oesophagus Cancer	Female	60+	0.09395446425744157	-0.10912296381759315	0.30268695031978893	198	19	-22	60
2024	Oesophagus Cancer	Male	15-29	0.1299438370937039	-0.003990812403584425	0.28724574162934313	0	0	-0	0
2024	Oesophagus Cancer	Male	30-44	0.17492467861611993	0.05139603537339986	0.31251009843305655	4	1	0	1
