Year	disease	sex	age_group	AAF	LL	UL	muertes	att_mort	att_mort_low	att_mort_up
2024	Oesophagus Cancer	Male	45-59	0.1673916205021886	0.03468999828166911	0.3194952177778869	33	6	1	11
2024	Oesophagus Cancer	Male	60+	0.15253160003827798	-0.03540208802863084	0.34168704942722355	317	48	-11	108
2012	Oral Cavity and Pharynx Cancer	Female	15-29	0.18855055943700147	0.026436821179143713	0.380508239250377	0	0	0	0
2012	Oral Cavity and Pharynx Cancer	Female	30-44	0.13317313996402444	-0.055889411909123096	0.3551031337812322	2	0	-0	1
2012	Oral Cavity and Pharynx Cancer	Female	45-59	0.1763072794590469	0.005595480101284014	0.3658300555142589	16	3	0	6
2012	Oral Cavity and Pharynx Cancer	Female	60+	0.11030458933292953	-0.07275146799256313	0.32935686066630065	70	8	-5	23
2012	Oral Cavity and Pharynx Cancer	Male	15-29	0.2745859464868442	0.18730117647626474	0.3859318466420726	3	1	1	1
2012	Oral Cavity and Pharynx Cancer	Male	30-44	0.28196896012919875	0.18175152089509272	0.4051385461815895	3	1	1	1
2012	Oral Cavity and Pharynx Cancer	Male	45-59	0.32697161536954955	0.21328232552303994	0.4559158415111462	37	12	8	17
2012	Oral Cavity and Pharynx Cancer	Male	60+	0.24226179482969948	0.09646899456446292	0.41240233794139497	135	33	13	56
2014	Oral Cavity and Pharynx Cancer	Female	15-29	0.18503606734826838	0.009720609991119247	0.3808032153122746	0	0	0	0
2014	Oral Cavity and Pharynx Cancer	Female	30-44	0.20016775037971413	0.024302575612455853	0.39721862055908785	4	1	0	2
2014	Oral Cavity and Pharynx Cancer	Female	45-59	0.15625185359809102	-0.036286707520482325	0.37622496938783284	6	1	-0	2
2014	Oral Cavity and Pharynx Cancer	Female	60+	0.13999295133154901	-0.0447845579433062	0.35979691267901237	59	8	-3	21
2014	Oral Cavity and Pharynx Cancer	Male	15-29	0.34349076018493274	0.238327189448513	0.4542627406331489	2	1	0	1
2014	Oral Cavity and Pharynx Cancer	Male	30-44	0.36873754952289695	0.2675053973440215	0.47585237515451884	4	1	1	2
2014	Oral Cavity and Pharynx Cancer	Male	45-59	0.3446303696179419	0.22191336199528422	0.4776400283017913	27	9	6	13
2014	Oral Cavity and Pharynx Cancer	Male	60+	0.30233246834383976	0.1592269884120937	0.4495825839524626	118	36	19	53
2016	Oral Cavity and Pharynx Cancer	Female	15-29	0.17017112084446878	0.008348013418559355	0.37387158268242127	1	0	0	0
2016	Oral Cavity and Pharynx Cancer	Female	30-44	0.18601931370004396	-0.014538326482902748	0.39804247670487924	4	1	-0	2
2016	Oral Cavity and Pharynx Cancer	Female	45-59	0.12907272093886166	-0.10730055172231458	0.37986628825548574	18	2	-2	7
2016	Oral Cavity and Pharynx Cancer	Female	60+	0.12243439794784305	-0.12055927691087089	0.37564096967518557	77	9	-9	29
2016	Oral Cavity and Pharynx Cancer	Male	15-29	0.2931692931518926	0.18276683577897276	0.42155433684471155	2	1	0	1
2016	Oral Cavity and Pharynx Cancer	Male	30-44	0.3050045752518096	0.18734938297685916	0.4402223361353561	5	2	1	2
2016	Oral Cavity and Pharynx Cancer	Male	45-59	0.31922514638850596	0.1851956072493675	0.46274819107116355	36	11	7	17
2016	Oral Cavity and Pharynx Cancer	Male	60+	0.22750630121898155	0.0366419968387298	0.43278583361012485	143	33	5	62
2018	Oral Cavity and Pharynx Cancer	Female	15-29	0.15194151027694752	-0.03612612943135146	0.3689466602693693	0	0	-0	0
2018	Oral Cavity and Pharynx Cancer	Female	30-44	0.14222150645417828	-0.06439457756234535	0.3732699616672556	5	1	-0	2
2018	Oral Cavity and Pharynx Cancer	Female	45-59	0.12186586696079166	-0.14034442605811573	0.385375877415431	15	2	-2	6
2018	Oral Cavity and Pharynx Cancer	Female	60+	0.12190850646013471	-0.1382182067863495	0.3865375232707153	71	9	-10	27
2018	Oral Cavity and Pharynx Cancer	Male	15-29	0.2723683827351478	0.1544022836162442	0.41313231288069785	3	1	0	1
2018	Oral Cavity and Pharynx Cancer	Male	30-44	0.30849828336006896	0.19570220026694446	0.44002153768083613	8	2	2	4
2018	Oral Cavity and Pharynx Cancer	Male	45-59	0.30666649363222087	0.1799992522753099	0.44748222254847864	46	14	8	21
2018	Oral Cavity and Pharynx Cancer	Male	60+	0.22101690236212176	0.03542326327314243	0.42540158213038076	141	31	5	60
2020	Oral Cavity and Pharynx Cancer	Female	15-29	0.18244665721088785	-0.02164082586821185	0.4030391798964934	0	0	-0	0
2020	Oral Cavity and Pharynx Cancer	Female	30-44	0.1600153702922557	-0.04613164348268029	0.3831757151803211	6	1	-0	2
2020	Oral Cavity and Pharynx Cancer	Female	45-59	0.17299512945478165	-0.05135266798575928	0.4123520372148889	20	3	-1	8
2020	Oral Cavity and Pharynx Cancer	Female	60+	0.14461990161653246	-0.11969273592986418	0.4082096481806345	68	10	-8	28
2020	Oral Cavity and Pharynx Cancer	Male	15-29	0.28088324171013024	0.150669162041519	0.4290540841586896	0	0	0	0
2020	Oral Cavity and Pharynx Cancer	Male	30-44	0.3475280819751573	0.23182563582693166	0.4728067725697515	6	2	1	3
2020	Oral Cavity and Pharynx Cancer	Male	45-59	0.35619654999309314	0.21997650700365282	0.4907923896354976	26	9	6	13
2020	Oral Cavity and Pharynx Cancer	Male	60+	0.28102349189897635	0.10511654820446986	0.4627852365440308	155	44	16	72
2022	Oral Cavity and Pharynx Cancer	Female	15-29	0.17818296631394884	-0.02210873856566912	0.3990059532960414	0	0	-0	0
2022	Oral Cavity and Pharynx Cancer	Female	30-44	0.19254894017013524	-0.008924974286433606	0.40978215647013644	4	1	-0	2
2022	Oral Cavity and Pharynx Cancer	Female	45-59	0.14410344464380065	-0.10196774607422919	0.4052770399680907	7	1	-1	3
2022	Oral Cavity and Pharynx Cancer	Female	60+	0.13374227395975252	-0.11794883204575528	0.39110210287641634	103	14	-12	40
2022	Oral Cavity and Pharynx Cancer	Male	15-29	0.24881099367498616	0.11234566934608935	0.41184615469430047	2	0	0	1
2022	Oral Cavity and Pharynx Cancer	Male	30-44	0.30969904946399135	0.19002476990040207	0.450412596989059	9	3	2	4
2022	Oral Cavity and Pharynx Cancer	Male	45-59	0.3037759232813108	0.16367546405159672	0.46428231377514406	43	13	7	20
2022	Oral Cavity and Pharynx Cancer	Male	60+	0.2844269468472194	0.09797173691903424	0.47476193470470046	187	53	18	89
2024	Oral Cavity and Pharynx Cancer	Female	15-29	0.1613758842826913	-0.030223115657436107	0.37285154650366253	1	0	-0	0
2024	Oral Cavity and Pharynx Cancer	Female	30-44	0.1711716897045904	-0.04204360316978628	0.40297265688197403	4	1	-0	2
2024	Oral Cavity and Pharynx Cancer	Female	45-59	0.137945965387434	-0.09150352473617598	0.38449274915822035	13	2	-1	5
2024	Oral Cavity and Pharynx Cancer	Female	60+	0.13840475465674154	-0.11562123826420079	0.400881537334699	111	15	-13	44
2024	Oral Cavity and Pharynx Cancer	Male	15-29	0.21494197789677383	0.06210435296469193	0.40096063719167724	1	0	0	0
2024	Oral Cavity and Pharynx Cancer	Male	30-44	0.2996935212746906	0.16880616443891877	0.44814221841744634	5	1	1	2
2024	Oral Cavity and Pharynx Cancer	Male	45-59	0.28882751619112995	0.14636914840940887	0.45377602528265853	43	12	6	20
2024	Oral Cavity and Pharynx Cancer	Male	60+	0.25273228726314456	0.045008105892178046	0.46406563820782365	170	43	8	79
2012	Pancreatic Cancer	Female	15-29	0.134715889077587	0.09287206442238201	0.17899849728476078	1	0	0	0
2012	Pancreatic Cancer	Female	30-44	0.14072351883349013	0.09592445877387759	0.18647249799963977	9	1	1	2
2012	Pancreatic Cancer	Female	45-59	0.1330423491704747	0.09145575670982854	0.17711597798370912	105	14	10	19
2012	Pancreatic Cancer	Female	60+	0.12966774336537637	0.08718266462325434	0.1738534249803683	559	72	49	97
2012	Pancreatic Cancer	Male	15-29	0.060941207718262135	0.038074421271834094	0.08473724232601078	1	0	0	0
2012	Pancreatic Cancer	Male	30-44	0.06839915861600289	0.04247985921982226	0.09531125156268654	12	1	1	1
2012	Pancreatic Cancer	Male	45-59	0.07728854693611906	0.046775155456619914	0.10865864170750521	113	9	5	12
2012	Pancreatic Cancer	Male	60+	0.07844358949367726	0.04637116276162264	0.11358941643913377	400	31	19	45
2014	Pancreatic Cancer	Female	15-29	0.14476186156907417	0.10008725631463351	0.1900770980068214	0	0	0	0
2014	Pancreatic Cancer	Female	30-44	0.14701921540331536	0.10189065221716553	0.19313955357904922	6	1	1	1
2014	Pancreatic Cancer	Female	45-59	0.14825534145674207	0.10299160033268856	0.1952890294004002	92	14	9	18
2014	Pancreatic Cancer	Female	60+	0.13885697373951808	0.0936604865434267	0.18644991598659907	598	83	56	111
2014	Pancreatic Cancer	Male	15-29	0.07188420210474228	0.04509994515165343	0.09910917664701797	0	0	0	0
2014	Pancreatic Cancer	Male	30-44	0.07494101297403541	0.04741676404582939	0.1034221794188706	13	1	1	1
2014	Pancreatic Cancer	Male	45-59	0.08553061540754538	0.052070701738058	0.11923484948831121	134	11	7	16
2014	Pancreatic Cancer	Male	60+	0.08376740480664896	0.050676168126558604	0.1186827428352433	482	40	24	57
2016	Pancreatic Cancer	Female	15-29	0.13818629086416243	0.09700687130046462	0.18309854384804883	5	1	0	1
2016	Pancreatic Cancer	Female	30-44	0.15806276238889336	0.10905936915095302	0.20605086299171937	14	2	2	3
2016	Pancreatic Cancer	Female	45-59	0.16054965691016712	0.10984481081760186	0.21035974856773532	111	18	12	23
2016	Pancreatic Cancer	Female	60+	0.16094446843477808	0.10977972876054051	0.21335699358727794	686	110	75	146
2016	Pancreatic Cancer	Male	15-29	0.07259221859204985	0.04483770948876627	0.10095941518780589	2	0	0	0
2016	Pancreatic Cancer	Male	30-44	0.07856451609739959	0.048965991222952275	0.10958098072617263	18	1	1	2
2016	Pancreatic Cancer	Male	45-59	0.0856818486868753	0.05258892054571659	0.12004978149396109	115	10	6	14
2016	Pancreatic Cancer	Male	60+	0.09126753960816952	0.05217362378857146	0.13159196117394015	527	48	27	69
2018	Pancreatic Cancer	Female	15-29	0.14572783304512424	0.10121895497006445	0.191563027980308	0	0	0	0
2018	Pancreatic Cancer	Female	30-44	0.15187025419741856	0.10453693366802093	0.2004830372309199	17	3	2	3
2018	Pancreatic Cancer	Female	45-59	0.16713342206172535	0.11357258711654263	0.21920859048430905	116	19	13	25
2018	Pancreatic Cancer	Female	60+	0.1675813658703464	0.11383929535669964	0.22010810177025897	660	111	75	145
2018	Pancreatic Cancer	Male	15-29	0.07175675016553759	0.04318917586230326	0.10111434254260238	0	0	0	0
2018	Pancreatic Cancer	Male	30-44	0.07618937531275119	0.047200989170761216	0.10655504854459426	14	1	1	1
2018	Pancreatic Cancer	Male	45-59	0.08245733551625599	0.050462899364052675	0.11485004267475558	123	10	6	14
2018	Pancreatic Cancer	Male	60+	0.08908776148050561	0.05062628102929817	0.12887832660852525	564	50	29	73
2020	Pancreatic Cancer	Female	15-29	0.1601558592665417	0.11099029729037946	0.21000726811223827	0	0	0	0
2020	Pancreatic Cancer	Female	30-44	0.15622387272802313	0.10844000539208884	0.2056582199278068	6	1	1	1
2020	Pancreatic Cancer	Female	45-59	0.16778799387917048	0.11593173428484495	0.21986017461006147	103	17	12	23
2020	Pancreatic Cancer	Female	60+	0.178344200433121	0.12478971535172965	0.23348764098905692	772	138	96	180
2020	Pancreatic Cancer	Male	15-29	0.07698285788990272	0.04659612809293274	0.10878920612901112	0	0	0	0
2020	Pancreatic Cancer	Male	30-44	0.08181506992767487	0.051270513328015986	0.11376475689481017	13	1	1	1
2020	Pancreatic Cancer	Male	45-59	0.08707204865734544	0.05283123009781931	0.12223116044981244	132	11	7	16
2020	Pancreatic Cancer	Male	60+	0.09470193943659982	0.05575410643700161	0.13378539700900943	575	54	32	77
2022	Pancreatic Cancer	Female	15-29	0.15828393653806225	0.11027567932816833	0.20698201265604968	0	0	0	0
2022	Pancreatic Cancer	Female	30-44	0.16227725763477377	0.11314262659795249	0.2110667248782137	13	2	1	3
2022	Pancreatic Cancer	Female	45-59	0.17208884053468518	0.12004615320297601	0.2244540271954859	110	19	13	25
2022	Pancreatic Cancer	Female	60+	0.1708922469462545	0.11919784792355638	0.22275713058748572	830	142	99	185
2022	Pancreatic Cancer	Male	15-29	0.07810080843623138	0.04606705078542004	0.11041105708137186	1	0	0	0
2022	Pancreatic Cancer	Male	30-44	0.08226122871351861	0.05047171064156588	0.11462015103058587	18	1	1	2
2022	Pancreatic Cancer	Male	45-59	0.08923230241959998	0.05309578840952355	0.12541644084204434	137	12	7	17
2022	Pancreatic Cancer	Male	60+	0.09955771751392045	0.05813404290173164	0.14200022609247717	655	65	38	93
2024	Pancreatic Cancer	Female	15-29	0.1440930629044191	0.09852710438136375	0.19043341820033483	0	0	0	0
2024	Pancreatic Cancer	Female	30-44	0.16340600239682343	0.11319167342044906	0.21385760811281676	9	1	1	2
2024	Pancreatic Cancer	Female	45-59	0.16120993943614687	0.11161169664411574	0.21151111247324073	108	17	12	23
2024	Pancreatic Cancer	Female	60+	0.1699924152195691	0.1163305082544015	0.22373320110494388	922	157	107	206
2024	Pancreatic Cancer	Male	15-29	0.07869982618266386	0.046074755804933316	0.11392093637224794	1	0	0	0
2024	Pancreatic Cancer	Male	30-44	0.08348155479804444	0.05020441072611915	0.11724462489570729	21	2	1	2
2024	Pancreatic Cancer	Male	45-59	0.08569584204607461	0.05138025911071061	0.1219435143693298	105	9	5	13
2024	Pancreatic Cancer	Male	60+	0.10123194552272549	0.05745811974051702	0.14504122630518546	721	73	41	105
2012	Stomach Cancer	Female	15-29	0.12972708120209075	0.08680607232907392	0.1746347130373708	4	1	0	1
2012	Stomach Cancer	Female	30-44	0.13670190716838737	0.09133676379540545	0.18301414550721798	57	8	5	10
2012	Stomach Cancer	Female	45-59	0.12978249309532294	0.08789970677850964	0.17389292149263444	133	17	12	23
2012	Stomach Cancer	Female	60+	0.1272510191737192	0.08444812949679878	0.171767653928344	979	125	83	168
2012	Stomach Cancer	Male	15-29	0.048055427204176715	0.022368043955930415	0.07505608967961679	4	0	0	0
2012	Stomach Cancer	Male	30-44	0.05722723100802922	0.02824472387109877	0.08657246033947756	49	3	1	4
2012	Stomach Cancer	Male	45-59	0.06960184215990853	0.03685198933286569	0.1026693253718208	351	24	13	36
2012	Stomach Cancer	Male	60+	0.07125583484258881	0.03754205935712531	0.10761341463634751	1777	127	67	191
2014	Stomach Cancer	Female	15-29	0.1392020840457019	0.09355488030406478	0.1855031419038597	8	1	1	1
2014	Stomach Cancer	Female	30-44	0.141912789206921	0.09629387035596962	0.18895842141432861	35	5	3	7
2014	Stomach Cancer	Female	45-59	0.1439922765000572	0.09821659887502907	0.19162316032101626	146	21	14	28
2014	Stomach Cancer	Female	60+	0.1350870541088078	0.08888345789416291	0.1833958657152675	892	120	79	164
2014	Stomach Cancer	Male	15-29	0.06470489816842763	0.034707390519028734	0.09414222418089697	6	0	0	1
2014	Stomach Cancer	Male	30-44	0.0653396398107037	0.03408317664011246	0.09730176984999332	47	3	2	5
2014	Stomach Cancer	Male	45-59	0.0787098996799943	0.04254490148978965	0.11461536647441226	341	27	15	39
2014	Stomach Cancer	Male	60+	0.07661967130277195	0.041233765814013563	0.11342335314457651	1790	137	74	203
2016	Stomach Cancer	Female	15-29	0.13193640536727666	0.08935975821336649	0.1777594389016311	4	1	0	1
2016	Stomach Cancer	Female	30-44	0.15255611098396507	0.1024235386327975	0.20147168849900582	43	7	4	9
2016	Stomach Cancer	Female	45-59	0.1571168564796473	0.10618574130400832	0.20768498651136794	148	23	16	31
2016	Stomach Cancer	Female	60+	0.15802920510144136	0.1067186455839133	0.21085179578116142	902	143	96	190
2016	Stomach Cancer	Male	15-29	0.06248921825524495	0.031887832114278467	0.09308913103482813	4	0	0	0
2016	Stomach Cancer	Male	30-44	0.06833328412487048	0.03564111887290341	0.10151411848164953	56	4	2	6
2016	Stomach Cancer	Male	45-59	0.07867257610087998	0.04327082355791994	0.11481544113906317	339	27	15	39
2016	Stomach Cancer	Male	60+	0.08408247929568798	0.043809935613134746	0.12554707801985507	1754	147	77	220
2018	Stomach Cancer	Female	15-29	0.14106319457023894	0.09536749106769885	0.18756738679542434	3	0	0	1
2018	Stomach Cancer	Female	30-44	0.14750261597713124	0.09960459343552001	0.1965900095559755	32	5	3	6
2018	Stomach Cancer	Female	45-59	0.1645115806216072	0.11086282140031659	0.21706325807902677	134	22	15	29
2018	Stomach Cancer	Female	60+	0.1651849682552789	0.11089959669084269	0.21805723361092436	843	139	93	184
2018	Stomach Cancer	Male	15-29	0.0626825438996582	0.03208209474388682	0.09396416042171583	4	0	0	0
2018	Stomach Cancer	Male	30-44	0.06508447943218824	0.032687525188524955	0.09822390592430139	38	2	1	4
2018	Stomach Cancer	Male	45-59	0.07456827001745561	0.04029938436921611	0.10877092415420864	351	26	14	38
2018	Stomach Cancer	Male	60+	0.0820106396933768	0.04205173406572629	0.12298892383298796	1760	144	74	216
2020	Stomach Cancer	Female	15-29	0.1550756758580946	0.1053819823275467	0.2055914031105762	3	0	0	1
2020	Stomach Cancer	Female	30-44	0.15116845860763653	0.10258668468776197	0.20149442752290098	41	6	4	8
2020	Stomach Cancer	Female	45-59	0.16342294142242744	0.1107185041197792	0.21623548501098455	138	23	15	30
2020	Stomach Cancer	Female	60+	0.17543582909797678	0.12118767817711526	0.23116251071885402	873	153	106	202
2020	Stomach Cancer	Male	15-29	0.06790334100954866	0.03501270162730413	0.10177989952573459	3	0	0	0
2020	Stomach Cancer	Male	30-44	0.07087488081250866	0.036489000031228985	0.10590481604150107	59	4	2	6
2020	Stomach Cancer	Male	45-59	0.08194699571169263	0.04532202973581215	0.11835981784769989	312	26	14	37
2020	Stomach Cancer	Male	60+	0.0865387856514984	0.04518178924693187	0.12750470996723434	1758	152	79	224
2022	Stomach Cancer	Female	15-29	0.1536897598611398	0.10499917798585223	0.2030668466695949	1	0	0	0
2022	Stomach Cancer	Female	30-44	0.15748429988131993	0.10729592224778621	0.20708388647224152	41	6	4	8
2022	Stomach Cancer	Female	45-59	0.16890149257045362	0.1166001445435219	0.22165934858567166	142	24	17	31
2022	Stomach Cancer	Female	60+	0.16850524534182174	0.1168601179633327	0.220836829079884	877	148	102	194
2022	Stomach Cancer	Male	15-29	0.070404671422882	0.03684959295931252	0.10393381346459812	3	0	0	0
2022	Stomach Cancer	Male	30-44	0.07211986595638968	0.03734171780972159	0.10644435056785137	43	3	2	5
2022	Stomach Cancer	Male	45-59	0.08225802251284685	0.04434299018105243	0.11982556265321433	290	24	13	35
2022	Stomach Cancer	Male	60+	0.09446444128351845	0.05189018243124528	0.1378633282256773	1751	165	91	241
2024	Stomach Cancer	Female	15-29	0.14003978135554263	0.09349683690308012	0.18690603724913865	3	0	0	1
2024	Stomach Cancer	Female	30-44	0.15926325893194457	0.10816436391248056	0.210556255103302	46	7	5	10
2024	Stomach Cancer	Female	45-59	0.15823906443306585	0.10818028593743294	0.20897640409073628	128	20	14	27
2024	Stomach Cancer	Female	60+	0.16845811708987224	0.1145930900540959	0.22241018148998143	864	146	99	192
2024	Stomach Cancer	Male	15-29	0.07119350447635588	0.03711320707196213	0.10758937790387589	5	0	0	1
2024	Stomach Cancer	Male	30-44	0.07484494271679272	0.0392176503648438	0.11103186912278612	47	4	2	5
2024	Stomach Cancer	Male	45-59	0.07953805506132962	0.04307027820405566	0.11731830760397997	242	19	10	28
2024	Stomach Cancer	Male	60+	0.0970671369399883	0.052235189037145614	0.14179648925890653	1721	167	90	244
